time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7360468, 0.01233607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.428945, 0.02466132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.130693, 0.03697615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.834722, 0.04928057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.539674, 0.06157459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.245087, 0.07385819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.950766, 0.08613144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.656611, 0.09839435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.362566, 0.110647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.068598, 0.1228892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.774688, 0.1351211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.480818, 0.1473428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.186983, 0.1595542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.89317, 0.1717554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.59938, 0.1839462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.3056, 0.196127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.01185, 0.2082974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.7181, 0.2204577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.42436, 0.2326078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.13063, 0.2447478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.8369, 0.2568773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.54318, 0.2689964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.24947, 0.2811051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.82557, 0.1197045, 9064.691, 8291.541, 11276.32, 10383.99, 0.9938381, 0.9946325, 0.9941556, 0.9949093, 0.240766, 0.253201, 0.1610656, 0.1695796 
0.5000001, 14.79856, 0.147413, 9284.924, 9498.088, 12200.95, 12457.43, 0.9864004, 0.9875284, 0.9868081, 0.9879079, -0.08382326, -0.08709179, -0.144257, -0.1498267 
0.52, 8.379946, 0.18337, 4550.701, 4485.579, 6991.699, 6150.551, 0.9790059, 0.9792649, 0.9787723, 0.9791578, 0.02973148, 0.02948405, 0.04398846, 0.04361434 
0.54, 5.391951, -0.0005844034, 1799.56, 1851.182, 5319.144, 5254.086, 0.9704985, 0.9710997, 0.9640872, 0.965261, -0.07844111, -0.07755815, -0.05887787, -0.05830633 
0.56, 6.231546, -0.1193542, 1316.799, 1083.099, 4937.534, 4625.259, 0.9754382, 0.9759164, 0.9691693, 0.9706168, 0.06198738, 0.06258455, 0.04647622, 0.04692436 
0.58, 6.881255, -0.2248535, 1301.5, 938.2789, 3766.214, 3316.086, 0.9756684, 0.9759977, 0.9676133, 0.9690696, 0.07613497, 0.07640236, 0.07045505, 0.07070261 
0.6, 7.716146, -0.2314758, 846.2648, 1201.965, 3101.496, 3494.783, 0.9730437, 0.9729645, 0.9610321, 0.9621904, -0.04704006, -0.04682975, -0.03975374, -0.03957588 
0.6199999, 8.552093, -0.276886, 1038.121, 974.8562, 3215.615, 3119.593, 0.9700034, 0.9703766, 0.9525871, 0.9543996, 0.04777293, 0.04855726, 0.02146977, 0.0218219 
0.6399999, 9.397884, -0.237793, 840.9855, 1148.385, 2900.603, 3239.625, 0.9675421, 0.9666514, 0.9436308, 0.9436439, -0.04111274, -0.04065845, -0.02299473, -0.02274 
0.6599999, 10.23742, -0.2381287, 942.4039, 1094.8, 2923.662, 3082.332, 0.9648366, 0.9632797, 0.9326586, 0.9310702, -0.0182329, -0.01790568, 0.01130177, 0.01110181 
0.6799999, 11.07644, -0.1688538, 963.8311, 1177.453, 2851.259, 3082.99, 0.9615006, 0.9605824, 0.9173771, 0.9173575, -0.02374715, -0.02364921, -0.01703943, -0.01696906 
0.6999999, 11.93566, -0.1481323, 1265.006, 1012.47, 3126.545, 2813.498, 0.9579414, 0.9575535, 0.8977647, 0.8979366, 0.05238702, 0.05306391, 0.03162841, 0.03203718 
0.7199998, 12.80332, -0.06948853, 1159.479, 1299.571, 2920.315, 3068.339, 0.9548452, 0.9537992, 0.8718833, 0.8729304, -0.02088613, -0.02077059, -0.01186415, -0.01179841 
