time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7062076, -3.454744E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.412525, -6.677038E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.118844, -9.8968E-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.825164, -0.0001311403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.531484, -0.0001632873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.237804, -0.000195409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.944124, -0.0002275055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.650444, -0.0002595767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.356764, -0.0002916227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.063084, -0.0003236434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.769404, -0.0003556391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.475724, -0.0003876096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.182044, -0.0004195549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.888364, -0.0004514752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.59468, -0.0004833703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.301, -0.0005152402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.00732, -0.0005470852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.71364, -0.000578905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.41996, -0.0006106999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.12628, -0.0006424697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.8326, -0.0006742146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.53892, -0.0007059344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.24524, -0.0007376293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.77834, -0.1343384, 8773.571, 8429.769, 11103.99, 10712.25, 0.9948624, 0.9943474, 0.994767, 0.9942428, 0.040062, 0.03843202, 0.1086305, 0.1042389 
0.5000001, 14.75328, -0.03051758, 9260.031, 9473.406, 12121.85, 12379.07, 0.9873538, 0.9873925, 0.9866865, 0.9867306, -0.06372432, -0.06370053, -0.06311842, -0.06309485 
0.52, 14.17978, -0.09439087, 4550.714, 4485.592, 5324.405, 5259.283, 0.9796805, 0.979156, 0.9776212, 0.9770616, 0.01341295, 0.01315335, 0.05001168, 0.04894305 
0.54, 7.201272, -6.038781E-05, 4550.705, 4485.584, 5324.396, 5259.273, 0.9747887, 0.9748009, 0.9711677, 0.9712245, -0.02957679, -0.02942205, -0.01864146, -0.01855949 
0.56, 8.717964, -0.03308105, 3873.596, 3570.675, 4553.982, 4208.071, 0.9682264, 0.9682643, 0.9622586, 0.9624086, 0.01592307, 0.01576704, 0.0319937, 0.03168036 
0.58, 9.734699, 0.03590916, 1604.365, 1636.304, 4295.037, 4306.903, 0.9616435, 0.961935, 0.9483604, 0.9487388, -0.02207414, -0.02185976, -0.006139671, -0.006080019 
0.6, 10.74961, 0.007529417, 1292.322, 1114.747, 4230.196, 3991.936, 0.9570466, 0.9575202, 0.9338483, 0.9349819, 0.004483153, 0.004433968, 0.02246674, 0.02222073 
0.6199999, 11.73154, 0.05442692, 982.108, 986.6904, 3927.851, 3901.729, 0.9523762, 0.9541175, 0.91397, 0.9184738, -0.00214665, -0.002160368, -0.0125249, -0.01260532 
