time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7239363, -0.01141357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.429273, -0.02285767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.135259, -0.03424072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.841411, -0.0456543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.54763, -0.05703735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.253882, -0.06842041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.960154, -0.07980347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.666435, -0.09115601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.372727, -0.1025391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.079024, -0.1138611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.785323, -0.1252136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.491628, -0.1365356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.197933, -0.1478577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.90424, -0.1591797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.61055, -0.1704712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.31686, -0.1817627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.02317, -0.1930542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.72948, -0.2043457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.43579, -0.2156067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.14211, -0.2268677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.84842, -0.2381287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.55474, -0.2493591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.26105, -0.2605896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.76865, -0.3058472, 9165.834, 8043.136, 11599.72, 10295.22, 0.9958673, 0.993946, 0.9957073, 0.9937335, 0.2363781, 0.2038399, 0.4711859, 0.4121478 
0.5000001, 14.81345, -0.3711853, 9289.115, 9251.447, 12425.18, 12384.87, 0.9885929, 0.9865698, 0.9877853, 0.9856571, -0.1225716, -0.1119362, 0.03262252, 0.029771 
0.52, 9.380169, -0.1300049, 9397.052, 4580.387, 5324.283, 5259.163, 0.9780071, 0.9806624, 0.9752483, 0.9786791, 0.04192047, 0.04616105, -0.1087724, -0.1197216 
0.54, 6.093911, -0.003595581, 3802.378, 2586.966, 5319.004, 5253.948, 0.9705344, 0.9723121, 0.962216, 0.9644564, 0.0952912, 0.09892627, 0.04573376, 0.04723622 
0.56, 6.680846, 0.1004205, 1427.315, 1588.141, 4636.122, 4791.968, 0.9739159, 0.9761319, 0.9650553, 0.9682283, -0.04811509, -0.05051477, -0.1248519, -0.1310214 
0.58, 7.295055, 0.1832072, 1663.969, 1075.586, 3547.502, 2842.131, 0.9762135, 0.9751311, 0.9665933, 0.9653648, -0.01275671, -0.01210163, 0.0755047, 0.07161926 
0.6, 8.101415, 0.304867, 1349.885, 1176.603, 3066.669, 2848.671, 0.972276, 0.9729759, 0.95816, 0.9600549, -0.04258267, -0.0420368, -0.0214431, -0.02116844 
0.6199999, 8.928394, 0.3517089, 1562.315, 890.3752, 3247.882, 2446.47, 0.9683322, 0.970626, 0.9479682, 0.9532719, 0.06998017, 0.07130645, 0.03978712, 0.04054356 
0.6399999, 9.739703, 0.4270887, 1299.466, 1117.537, 2884.57, 2657.716, 0.9652291, 0.967458, 0.9373229, 0.9448053, -0.02600547, -0.02591886, -0.0205536, -0.02048521 
0.6599999, 10.56588, 0.4906783, 1138.967, 1279.194, 2666.301, 2817.15, 0.9614468, 0.9646342, 0.9230767, 0.9351071, -0.04519366, -0.04545832, -0.05466192, -0.05498195 
0.6799999, 11.39292, 0.5549353, 1258.341, 1219.84, 2770.486, 2712.509, 0.9581171, 0.9613554, 0.9064139, 0.9235783, -0.03190869, -0.03157197, -0.01451868, -0.01436601 
0.6999999, 12.22129, 0.5104564, 1475.216, 1098.749, 3001.835, 2548.439, 0.953405, 0.9588389, 0.8825635, 0.9121332, 0.03809355, 0.03862283, 0.01588847, 0.01611031 
0.7199998, 13.08257, 0.5055435, 1365.619, 1335.924, 2867.978, 2820.933, 0.9494797, 0.9551715, 0.8500577, 0.8953428, -0.02316845, -0.02306682, -0.01597376, -0.01590383 
0.7399998, 13.9839, 0.4566887, 1488.908, 1342.722, 3036.906, 2853.44, 0.9456817, 0.950507, 0.8004025, 0.867736, -0.01920683, -0.01865811, 0.02881611, 0.02798644 
0.7599998, 14.93139, 0.4170143, 1336.903, 1652.53, 2889.853, 3246.973, 0.9386838, 0.9479181, 0.6658071, 0.8401104, -0.02533495, -0.02573496, -0.0506503, -0.05145038 
0.7799998, 15.90216, 0.3521218, 1685.903, 1468.08, 3336.23, 3068.284, 0.934653, 0.941839, 0.3580533, 0.7741812, -0.003297932, -0.003218365, 0.03778832, 0.03685495 
0.7999998, 16.75583, 0.2430269, 1708.695, 1711.959, 3309.072, 3301.029, 0.9281629, 0.9377659, 0.2543362, 0.6674917, -0.01097876, -0.01084986, 0.00843815, 0.008337752 
0.8199998, 17.61135, 0.2267251, 1716.07, 1940.763, 3298.997, 3550.856, 0.9211076, 0.9332632, 0.2235726, 0.4155872, -0.01830765, -0.01836565, -0.02345108, -0.02352542 
0.8399997, 18.3624, 0.2305309, 1868.015, 2084.946, 3391.079, 3635.293, 0.9154519, 0.9273335, 0.2417842, 0.2255336, -0.01804722, -0.01786593, -0.001540694, -0.001525395 
0.8599997, 19.10977, 0.2736728, 1945.874, 2277.345, 3417.642, 3797.07, 0.9065975, 0.9220849, 0.2183023, 0.2372739, -0.01459441, -0.01461811, -0.01723301, -0.017261 
0.8799997, 19.85673, 0.2286909, 2161.835, 2303.027, 3625.069, 3782.549, 0.8973672, 0.9141476, 0.2424938, 0.2019242, -0.007473759, -0.007370243, 0.01541849, 0.01520396 
0.8999997, 20.63326, 0.2227879, 2272.008, 2426.539, 3704.401, 3878.432, 0.8835999, 0.9077083, 0.2024044, 0.2362934, 0.005168237, 0.005215182, -0.009363759, -0.009447959 
0.9199997, 21.41526, 0.1474086, 2384.52, 2512.932, 3805.939, 3949.956, 0.8706511, 0.8949862, 0.2361768, 0.1946556, -0.02128088, -0.02067391, 0.02647659, 0.02572009 
0.9399996, 22.21378, 0.1540168, 2378.241, 2706.688, 3761.528, 4140.456, 0.8493187, 0.8851514, 0.2005632, 0.2239356, -0.01214792, -0.01216257, -0.01410781, -0.01412482 
0.9599996, 23.01581, 0.09957241, 2509.584, 2723.761, 3896.603, 4142.205, 0.8273772, 0.8677102, 0.2291908, 0.1868421, -0.01028284, -0.01013277, 0.01377789, 0.01357687 
0.9799996, 23.8356, 0.09998737, 2648.902, 2719.529, 4035.031, 4112.968, 0.7904578, 0.8527507, 0.1890177, 0.2245984, 0.02165833, 0.02205675, -0.007681774, -0.007822885 
0.9999996, 24.69378, 0.003612468, 2766.68, 2672.429, 4193.524, 4078.112, 0.7338426, 0.8242368, 0.2155587, 0.1913211, 0.01549389, 0.01538683, 0.02679799, 0.02661286 
1.02, 25.52873, -0.1659851, 2838.282, 2692.704, 4252.865, 4077.782, 0.6441777, 0.7980177, 0.2089023, 0.195477, 0.01944331, 0.0195259, 0.01257285, 0.01262627 
1.04, 26.39152, -0.2176514, 2723.303, 2845.165, 4129.662, 4267.825, 0.5155764, 0.7468638, 0.1901905, 0.2110207, 0.004361453, 0.004409023, -0.01322583, -0.01337072 
1.06, 27.20189, -0.2844238, 2736.708, 2854.011, 4150.924, 4283.605, 0.3573029, 0.6410983, 0.2194731, 0.1802274, -0.01118404, -0.0110132, 0.01393746, 0.0137258 
1.08, 27.7983, -0.3215637, 2817.255, 2791.131, 4214.484, 4179.543, 0.2600183, 0.4924015, 0.1892939, 0.2142787, 0.01515556, 0.01528177, 0.001708568, 0.001722561 
1.1, 28.34183, -0.335083, 2948.467, 2488.953, 4402.323, 3859.21, 0.2751774, 0.341569, 0.212458, 0.197741, 0.01739882, 0.0172386, 0.03251709, 0.03221757 
1.12, 28.9342, -0.3356628, 2986.598, 2295.806, 4467.136, 3652.7, 0.279011, 0.2747003, 0.2147714, 0.2009729, 0.01468343, 0.01440552, 0.04605525, 0.04518361 
1.14, 29.54526, -0.3753357, 2922.623, 2331.761, 4345.504, 3648.615, 0.2681834, 0.2721367, 0.2081479, 0.2106349, 0.02957721, 0.02981544, 0.01658407, 0.01671761 
1.159999, 30.12927, -0.2917786, 2708.715, 2572.236, 4021.004, 3857.253, 0.2624631, 0.2723564, 0.2004182, 0.2212883, 0.0008926686, 0.0008998172, -0.01245568, -0.0125591 
1.179999, 30.7133, -0.1895447, 2667.295, 2622.517, 3906.945, 3851.379, 0.2624701, 0.2729068, 0.2053259, 0.2236872, 0.008859076, 0.009009804, -0.01841519, -0.01873011 
1.199999, 31.30316, -0.1735535, 2964.385, 2331.998, 4194.782, 3451.745, 0.2650849, 0.2710076, 0.2143705, 0.2166151, 0.03325578, 0.03358904, 0.01712754, 0.01729919 
1.219999, 31.88166, -0.07220459, 2734.825, 2565.218, 3869.422, 3669.153, 0.2570099, 0.2823718, 0.2035196, 0.2305908, 0.001263647, 0.001272088, -0.009540975, -0.009604867 
1.239999, 32.4683, -0.04428101, 3023.921, 2272.986, 4161.664, 3281.14, 0.2635184, 0.2709068, 0.2168873, 0.2217824, 0.04069708, 0.04122939, 0.01971758, 0.0199757 
1.259999, 33.04749, 0.01018169, 2726.027, 2569.607, 3770.425, 3586.646, 0.2540986, 0.2790813, 0.2075253, 0.2335531, 0.009311258, 0.009456141, -0.01557246, -0.01581461 
1.279999, 33.63328, -0.01043701, 2962.36, 2326.759, 4014.184, 3269.624, 0.2651478, 0.269858, 0.2213803, 0.2224743, 0.02763637, 0.02787633, 0.01365324, 0.01377186 
1.299999, 34.21194, 0.01230212, 2788.543, 2493.516, 3784.852, 3439.467, 0.2506573, 0.28299, 0.2065976, 0.2393171, 0.0131276, 0.01333628, -0.01227234, -0.01246705 
1.319999, 34.78627, 0.09556861, 2502.791, 2772.44, 3429.092, 3745.239, 0.2610759, 0.2723368, 0.2225995, 0.2349599, -0.009045462, -0.00918736, -0.03413005, -0.03466512 
1.339999, 35.37074, 0.1196776, 2892.35, 2369.107, 3876.158, 3263.818, 0.2691918, 0.2656962, 0.2272042, 0.2229083, 0.003612873, 0.003548797, 0.03288132, 0.0322995 
1.359999, 35.94993, 0.1104996, 3109.488, 2141.762, 4122.105, 2989.155, 0.2632959, 0.2714743, 0.2238281, 0.2281207, 0.02761703, 0.02739536, 0.04074727, 0.04042045 
1.379999, 36.53071, 0.06254753, 2976.352, 2264.996, 3966.248, 3133.525, 0.2689617, 0.2675598, 0.2284267, 0.2225846, 0.02000937, 0.01995776, 0.0242079, 0.02414547 
1.399999, 37.10869, -0.03778076, 2792.331, 2440.188, 3754.144, 3342.263, 0.2693333, 0.2696565, 0.226658, 0.2259105, 0.002612312, 0.002601174, 0.009546415, 0.009505809 
1.419999, 37.69064, -0.05682373, 2723.534, 2497.09, 3684.723, 3419.85, 0.2611912, 0.2732195, 0.2174497, 0.233436, 0.007289086, 0.007371565, -0.01087798, -0.01100093 
1.439999, 38.272, -0.1052246, 2732.059, 2481.705, 3703.402, 3410.377, 0.2755656, 0.259367, 0.233159, 0.2174314, 0.001162508, 0.001159178, 0.00583587, 0.005819134 
1.459999, 38.84843, -0.1004639, 2700.25, 2507.639, 3677.182, 3451.647, 0.2602831, 0.2811115, 0.2132366, 0.2363909, 0.01066556, 0.01081422, -0.01166407, -0.01182658 
1.479999, 39.43001, -0.0975647, 3050.552, 2151.832, 4101.816, 3049.097, 0.2755366, 0.2614622, 0.232919, 0.2193194, 0.0288147, 0.02869772, 0.03543441, 0.03529059 
1.499999, 40.01174, -0.0262146, 2572.878, 2622.831, 3558.419, 3616.601, 0.2662729, 0.2694568, 0.2223273, 0.2259986, -0.001760163, -0.001772772, -0.0132977, -0.01339282 
1.519999, 40.594, -0.04528809, 2724.623, 2471.61, 3747.395, 3450.621, 0.2720838, 0.2632174, 0.2285135, 0.2183911, 0.01223335, 0.01228099, 0.005928618, 0.005951698 
