time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7162167, -0.01535034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.42113, -0.03070068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.126981, -0.04605103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.833066, -0.06137085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.539246, -0.07669067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.245473, -0.09197998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.951727, -0.1072693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.658, -0.1225586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.364282, -0.1378174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.070572, -0.1530762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.776869, -0.1683044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.483171, -0.1835327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.189473, -0.198761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.895782, -0.2139587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.60209, -0.2291565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.3084, -0.2443542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.01471, -0.2595215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.72102, -0.2746887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.42733, -0.2898254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.13365, -0.3049622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.83997, -0.3200684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.54628, -0.3351746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.2526, -0.3502808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.79125, -0.3315125, 8903.248, 8341.98, 11232.57, 10586.46, 0.9949368, 0.9944026, 0.9948755, 0.9943133, 0.1308811, 0.1264724, 0.186709, 0.1804904 
0.5000001, 14.82606, -0.2295532, 9307.152, 9270.766, 12403.13, 12364.96, 0.9875682, 0.9869571, 0.9870142, 0.9863073, -0.04257331, -0.04183356, -0.01384281, -0.01360189 
0.52, 9.212031, -0.1919861, 7157.486, 4485.549, 5324.354, 5259.233, 0.9793368, 0.9784672, 0.977434, 0.9764746, 0.01073901, 0.01071048, 0.03469292, 0.0343043 
0.54, 6.010412, -0.0009146139, 2905.837, 2927.718, 5319.13, 5254.072, 0.970262, 0.9709562, 0.9624911, 0.9625503, -0.003418185, -0.003487331, -0.03216081, -0.03268058 
0.56, 6.692549, 0.06518109, 1411.934, 1552.024, 4662.658, 4793.54, 0.974213, 0.9749108, 0.9664056, 0.9663497, -0.01126632, -0.01140261, -0.03068183, -0.03105278 
0.58, 7.310412, 0.1183975, 1327.938, 1425.731, 3243.494, 3340.733, 0.9746031, 0.9755512, 0.9655885, 0.9656996, -0.008224701, -0.008351212, -0.03287293, -0.0333789 
0.6, 8.15052, 0.1508548, 1179.876, 1341.783, 2977.104, 3150.324, 0.9713196, 0.9722932, 0.9582436, 0.9583381, -0.02318465, -0.02338524, -0.03712827, -0.03744943 
0.6199999, 8.992477, 0.1812258, 1246.895, 1224.598, 2963.958, 2922.452, 0.9682589, 0.9691989, 0.9499835, 0.950124, -0.004469095, -0.004471031, -0.005178715, -0.005180961 
0.6399999, 9.817006, 0.17518, 1236.393, 1179.498, 2909.451, 2827.934, 0.9649963, 0.965794, 0.9392646, 0.9393715, -0.005337867, -0.00529033, 0.009374455, 0.009289976 
0.6599999, 10.65123, 0.1820731, 1208.95, 1209.659, 2836.724, 2823.079, 0.9611055, 0.9627287, 0.9260987, 0.9284422, -0.007684132, -0.00768464, -0.007792017, -0.007792532 
