time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.6860783, -0.008178711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.382621, -0.01635742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.085739, -0.02450562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.790466, -0.03265381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.495828, -0.04077148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.201506, -0.04888916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.907363, -0.05700684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.613334, -0.06509399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.319378, -0.07318115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.025474, -0.08126831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.731607, -0.08932495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.43777, -0.09738159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.143951, -0.1054382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.850153, -0.1134644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.55637, -0.1214905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.26259, -0.1294861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 11.96882, -0.1374817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.67507, -0.1454773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.38131, -0.1534424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.08757, -0.1614075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.79382, -0.169342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.50009, -0.1773071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.20635, -0.1852417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.73821, -0.2806702, 9283.738, 7830.447, 11687.62, 9996.447, 0.9963051, 0.9953026, 0.9960774, 0.9950017, 0.4086145, 0.3773921, 0.5278049, 0.490245 
0.5000001, 14.77614, 0.1164374, 9075.023, 9208.391, 12132.28, 12292.43, 0.988622, 0.9880267, 0.9874483, 0.9867557, -0.07764236, -0.07551621, -0.03187085, -0.03099509 
0.52, 14.19977, 0.08601312, 10330.11, 9462.67, 5324.326, 5259.205, 0.9817297, 0.9796234, 0.9787366, 0.9762214, 0.104612, 0.09723555, 0.2259729, 0.2101917 
0.54, 7.220829, -0.0002559123, 4550.684, 4485.563, 5324.37, 5259.249, 0.9762025, 0.9744987, 0.9715634, 0.9697122, -0.02302866, -0.02208753, 0.04724102, 0.04527656 
0.56, 8.553495, 0.07722115, 3747.558, 3488.279, 4743.272, 4444.136, 0.9682857, 0.9696769, 0.9602489, 0.9623439, 0.02220209, 0.0230104, -0.03486844, -0.03613722 
0.58, 9.664002, -0.01220703, 2738.805, 2159.349, 4633.167, 3943.115, 0.9630088, 0.9634014, 0.9490759, 0.9501981, 0.06103198, 0.0615759, 0.04668871, 0.04710525 
0.6, 10.79051, 0.03054295, 2189.699, 2110.693, 4190.322, 4083.079, 0.9561597, 0.9576655, 0.9332336, 0.9366547, 0.007194888, 0.007369658, -0.03127672, -0.03203478 
0.6199999, 11.90049, -0.1015015, 2128.228, 1802.544, 4176.807, 3779.538, 0.9510193, 0.9505164, 0.9161209, 0.9168752, 0.01455849, 0.01440941, 0.03135326, 0.03103243 
0.6399999, 12.96071, -0.002970079, 1665.865, 1958.372, 3672.919, 3998.839, 0.9447039, 0.9438602, 0.891237, 0.8919277, -0.05539109, -0.05467152, -0.03400913, -0.03356674 
0.6599999, 13.98486, -0.0874939, 1898.842, 1489.932, 3949.976, 3454.115, 0.9380878, 0.9382815, 0.8539311, 0.8593869, 0.02844226, 0.02840946, 0.03031679, 0.03028183 
0.6799999, 14.98271, -0.02450562, 1655.647, 1540.462, 3666.545, 3514.429, 0.9309776, 0.9326671, 0.7959167, 0.8103669, 0.01142483, 0.01160971, -0.01444031, -0.01467383 
0.6999999, 16.01356, -0.1127319, 1664.803, 1362.016, 3698.974, 3326.685, 0.9249932, 0.9251087, 0.6745711, 0.7071511, 0.01692925, 0.01689062, 0.02064429, 0.02059719 
0.7199998, 16.97637, -0.01013184, 1482.13, 1462.779, 3462.172, 3422.004, 0.9180365, 0.9194159, 0.3779218, 0.4700712, 0.002029843, 0.002053474, -0.01672726, -0.01692268 
0.7399998, 17.72469, -0.0239563, 1598.747, 1425.883, 3437.737, 3219.867, 0.913384, 0.9116827, 0.2552982, 0.2318356, -0.01030889, -0.01010855, 0.02188531, 0.02146021 
0.7599998, 18.41905, 0.1262079, 1517.308, 1606.902, 3175.053, 3266.722, 0.9051675, 0.9066685, 0.2305012, 0.2601925, -0.02345122, -0.02340911, -0.02052629, -0.02048943 
0.7799998, 19.09558, 0.1157482, 1715.523, 1542.216, 3237.765, 3023.714, 0.8993931, 0.8994668, 0.2596073, 0.2397365, -0.01457363, -0.01429688, 0.01692365, 0.01660147 
0.7999998, 19.81374, 0.2420308, 1634.497, 1760.571, 3007.592, 3146.048, 0.8879972, 0.8921888, 0.2373689, 0.2651339, -0.02872765, -0.02861024, -0.02205297, -0.02196285 
0.8199998, 20.50581, 0.1798117, 1856.139, 1738.113, 3104.096, 2958.922, 0.8791654, 0.8835565, 0.2616531, 0.2462324, -0.01654222, -0.0162815, 0.009534251, 0.009383094 
0.8399997, 21.23632, 0.2702854, 1786.879, 2001.853, 2894.557, 3141.253, 0.8646168, 0.8739764, 0.2439889, 0.2640294, -0.02991405, -0.02993276, -0.03092975, -0.03094908 
0.8599997, 21.96177, 0.3428033, 1825.004, 2193.691, 2802.518, 3231.141, 0.8485699, 0.8634881, 0.2412625, 0.2667352, -0.02695358, -0.02727144, -0.0458924, -0.04643332 
0.8799997, 22.70721, 0.4928353, 2115.906, 2132.849, 3025.362, 3043.758, 0.8295163, 0.8492053, 0.2380371, 0.2664342, -0.01444662, -0.01441469, -0.01083905, -0.01081511 
0.8999997, 23.45743, 0.4445609, 2341.123, 2138.362, 3188.47, 2950.988, 0.8021925, 0.8323261, 0.2494456, 0.2532258, -0.007623538, -0.007518945, 0.01510311, 0.01489418 
0.9199997, 24.24509, 0.5548292, 2340.979, 2365.02, 3106.121, 3135.56, 0.7589597, 0.8138033, 0.2307097, 0.2651618, -0.009822368, -0.009856975, -0.0155446, -0.01559942 
0.9399996, 25.0785, 0.365323, 2618.644, 2284.908, 3384.604, 2995.847, 0.6889011, 0.7821416, 0.2420176, 0.2437492, 0.0136596, 0.01365938, 0.01368512, 0.0136849 
0.9599996, 25.91411, 0.3054806, 2583.143, 2535.625, 3287.842, 3235.287, 0.578749, 0.7380491, 0.2256993, 0.2533225, 0.01552134, 0.01583212, -0.01634849, -0.01667536 
0.9799996, 26.77523, 0.2602772, 2545.744, 2746.844, 3226.813, 3465.815, 0.4149306, 0.6325978, 0.2518949, 0.2189431, -0.02023866, -0.01997261, 0.001407735, 0.001389195 
0.9999996, 27.53165, 0.2072665, 2814.967, 2712.185, 3449.999, 3334.556, 0.2849402, 0.4907539, 0.2433313, 0.2261209, -0.007108299, -0.006974257, 0.02410625, 0.02365194 
1.02, 28.2082, 0.3181364, 2836.487, 2935.48, 3351.184, 3473.858, 0.2444643, 0.3463229, 0.222544, 0.2479864, -0.004386068, -0.004389444, -0.005633458, -0.005637792 
1.04, 28.80926, 0.08170769, 3114.927, 2886.722, 3543.686, 3285.007, 0.2486337, 0.2571207, 0.2378344, 0.2325157, 0.009143328, 0.009076586, 0.02110205, 0.02094794 
1.06, 29.40174, -0.1249084, 3058.828, 3151.105, 3347.57, 3466.17, 0.2392983, 0.2472681, 0.2340874, 0.2423869, 0.006620428, 0.006650762, -0.0007974016, -0.0008010916 
1.08, 29.99179, -0.3605652, 3299.446, 3092.438, 3512.603, 3282.355, 0.2458519, 0.2299799, 0.2462586, 0.225907, 0.03154605, 0.03181856, 0.01763642, 0.01778889 
1.1, 30.5769, -0.3579102, 3255.462, 3299.333, 3351.368, 3416.339, 0.2325793, 0.2372977, 0.2374922, 0.2364577, 0.02548142, 0.02599631, -0.006658211, -0.006791839 
1.12, 31.16358, -0.532135, 3406.577, 3287.618, 3431.22, 3306.965, 0.2412759, 0.2194952, 0.2511697, 0.2235623, 0.01780197, 0.01777451, 0.0203037, 0.0202724 
