time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7316136, 0.006977505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.437941, 0.01395253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.144269, 0.02092045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.850598, 0.02788127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.556926, 0.03483501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.263255, 0.04178166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.969584, 0.04872124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.675911, 0.05565375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.382241, 0.0625792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.08857, 0.06949761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.794896, 0.07640895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.501225, 0.08331328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.207552, 0.09021057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.913879, 0.09710085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.62021, 0.1039841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.32654, 0.1108604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.03286, 0.1177296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.73919, 0.1245918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.44552, 0.1314471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.15185, 0.1382954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.85818, 0.1451368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.5645, 0.1519711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.27083, 0.1587985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.77357, 0.2325782, 8520.736, 8752.013, 10800.25, 11082.32, 0.9941242, 0.9941064, 0.9941545, 0.9941694, -0.1291422, -0.1285772, -0.1220369, -0.1215024 
0.5000001, 14.74261, 0.07774224, 9660.478, 9280.861, 12488.75, 12052.99, 0.9870037, 0.9867836, 0.9866802, 0.9865462, 0.02998976, 0.02949527, 0.05719278, 0.05625113 
0.52, 14.19372, 0.1164872, 4550.707, 4485.585, 5324.397, 5567.002, 0.9788533, 0.9794191, 0.9772654, 0.9781893, -0.02715561, -0.0274254, -0.04652364, -0.04703153 
0.54, 7.246518, 4.730883E-05, 4550.679, 4485.557, 5324.364, 5259.243, 0.974189, 0.9742858, 0.97124, 0.9717665, 0.01346597, 0.01335778, 0.02331607, 0.02314804 
0.56, 8.868263, -0.01040649, 4015.316, 3511.386, 4580.843, 4001.335, 0.9672465, 0.9677786, 0.9620959, 0.9634106, 0.009956054, 0.009938292, 0.01285992, 0.01283697 
0.58, 9.79793, 0.0850954, 1382.025, 1146.242, 4389.124, 4082.211, 0.960422, 0.9622754, 0.9473074, 0.950877, 0.00342036, 0.003473191, -0.02118708, -0.02151262 
0.6, 10.7376, 0.110427, 999.5681, 584.2017, 4292.158, 3769.423, 0.9569857, 0.9584545, 0.9330735, 0.9378204, 0.01097852, 0.01095721, 0.01412591, 0.01409852 
0.6199999, 11.61827, 0.2000844, 662.3711, 478.8918, 3934.29, 3682.06, 0.9537326, 0.956135, 0.9149019, 0.9242068, -0.01125999, -0.01131702, -0.01949938, -0.01959839 
0.6399999, 12.47887, 0.2167516, 601.2086, 246.3661, 3828.123, 3375.378, 0.9513211, 0.9539995, 0.8909138, 0.9065337, 0.006183865, 0.006192706, 0.00390157, 0.003907201 
