time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7133682, 0.006545561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.419208, 0.01285416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.125554, 0.01915191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.831869, 0.02544443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.538189, 0.03173207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.244507, 0.03801459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.950825, 0.04429206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.657146, 0.05056442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.363464, 0.05683181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.069785, 0.06309427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.776104, 0.06935158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.482425, 0.07560396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.188745, 0.08185126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.895062, 0.0880935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.60138, 0.0943308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.3077, 0.100563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.01402, 0.1067902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.72034, 0.1130124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.42666, 0.1192297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.13298, 0.1254419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.8393, 0.1316493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.54562, 0.1378513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.25194, 0.1440484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.78757, 0.1638477, 8488.27, 8748.223, 10751.84, 11067.58, 0.9945952, 0.9949062, 0.9945118, 0.9948334, -0.1184744, -0.1209572, -0.1515273, -0.1546834 
0.5000001, 14.82145, 0.1061023, 9405.946, 9164.317, 12523.99, 12245.32, 0.9871744, 0.9875213, 0.9865444, 0.9869316, 0.03709669, 0.03740963, 0.02350812, 0.02370655 
0.52, 9.226527, 0.1247134, 4576.92, 6581.586, 5324.367, 5259.245, 0.9785826, 0.9792612, 0.9765112, 0.9772822, -0.02233426, -0.02247139, -0.03716208, -0.03743961 
0.54, 5.97404, -0.002057713, 3110.998, 2809.339, 5319.145, 5254.087, 0.9705496, 0.9709681, 0.9622148, 0.9633868, 0.03285063, 0.03297189, 0.02732722, 0.0274107 
0.56, 6.663803, -0.04580688, 1474.736, 1536.035, 4719.395, 4758.191, 0.9743004, 0.9749442, 0.9656339, 0.9674072, 0.006215471, 0.006315928, -0.01964153, -0.01995911 
0.58, 7.302194, -0.06225586, 1279.133, 1506.755, 3178.548, 3428.017, 0.9746944, 0.9752621, 0.9645981, 0.9664981, -0.009818541, -0.009982231, -0.03639288, -0.03699813 
0.6, 8.167238, -0.05929565, 1156.091, 1389.687, 2951.205, 3208.394, 0.9716883, 0.9715793, 0.9570305, 0.958292, -0.01992417, -0.01991646, -0.01929666, -0.0192892 
0.6199999, 9.044288, -0.04104614, 1159.032, 1313.814, 2887.896, 3053.47, 0.9684054, 0.9681005, 0.9475629, 0.9488791, -0.00865372, -0.008629833, -0.00417326, -0.004161694 
0.6399999, 9.893802, -0.0425415, 1187.09, 1241.395, 2866.705, 2915.167, 0.9653842, 0.9645625, 0.9364328, 0.937437, -0.005165302, -0.005091659, 0.01822094, 0.01796279 
0.6599999, 10.75164, -0.06088257, 1231.061, 1185.253, 2892.202, 2823.775, 0.9615005, 0.9610296, 0.9216816, 0.9243462, 0.009887139, 0.00982425, 0.0203057, 0.02017644 
0.6799999, 11.63134, -0.05688477, 1165.372, 1290.576, 2791.866, 2924.04, 0.9574211, 0.9575382, 0.9026468, 0.9081817, -0.006095312, -0.006120392, -0.01273616, -0.01278848 
0.6999999, 12.49193, -0.03649902, 1185.711, 1371.519, 2776.904, 2980.69, 0.9538311, 0.9536418, 0.8807712, 0.8869016, -0.01217034, -0.01218842, -0.01457559, -0.01459724 
0.7199998, 13.36851, -0.01800537, 1216.145, 1463.397, 2796.352, 3072.52, 0.9499064, 0.9498335, 0.8472944, 0.8572938, -0.01647674, -0.01653027, -0.02172986, -0.02180042 
0.7399998, 14.24831, 0.008819728, 1360.609, 1486.582, 2937.59, 3072.189, 0.9460435, 0.9456238, 0.8032293, 0.8181499, -0.01069703, -0.01066095, -0.005206035, -0.005188451 
0.7599998, 15.25652, 0.007893174, 1453.711, 1487.121, 3127.712, 3153.054, 0.9407864, 0.9401483, 0.6764464, 0.7204136, -0.004655449, -0.004620427, 0.007638731, 0.007581426 
0.7799998, 16.23826, 0.02558756, 1488.583, 1617.018, 3196.914, 3333.442, 0.935027, 0.9352731, 0.3150307, 0.4491619, -0.008948307, -0.008960513, -0.01116111, -0.01117633 
