time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7222686, 0.0023795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.427407, 0.004756343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.133332, 0.007131446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.839456, 0.009504812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.54566, 0.01187644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.251905, 0.01424633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.958173, 0.01661448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.664455, 0.0189809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.370748, 0.02134559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.077047, 0.02370855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.783349, 0.02606977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.489655, 0.02842927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.195965, 0.03078704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.902278, 0.03314308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.60859, 0.03549739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.31491, 0.03784998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.02122, 0.04020085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.72754, 0.04254999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.43386, 0.04489741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.14018, 0.04724311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.8465, 0.04958707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.55282, 0.05192931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.25914, 0.05426985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.77271, 0.1599659, 8537.84, 8722.296, 10802.15, 11029.52, 0.9948139, 0.994243, 0.9948024, 0.9942353, -0.1472595, -0.1405876, -0.0700187, -0.06681295 
0.5000001, 14.73032, 0.03118961, 9642.118, 9225.842, 12493.82, 12014.65, 0.9876357, 0.9869776, 0.9872223, 0.9865592, 0.03211552, 0.03097734, 0.09160312, 0.08837172 
0.52, 14.16314, 0.07170986, 4550.712, 4485.59, 5324.403, 5448.774, 0.9793877, 0.9794232, 0.9777967, 0.9778816, -0.03864257, -0.03834559, -0.02744356, -0.02722152 
