time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 28.38705, -0.3991089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 28.51294, -0.7852478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 28.67772, -1.161072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 28.86906, -1.52829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 29.08547, -1.888672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 29.32573, -2.244019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 29.58854, -2.596039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 29.87254, -2.946594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 30.17637, -3.297546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 30.49866, -3.65097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 30.83806, -4.009216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 31.19319, -4.374908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 28.06587, -2.087402, 0, 0, 0, 5561.729, 0, 0, 0, 0.8270406, 0, 0, 0, 0.02300189 
0.28, 27.9366, -0.4097595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 27.78072, 0.8852057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 27.76215, 2.027648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 27.83429, 3.101551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 27.91574, 4.108225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 28.00875, 5.051469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 28.18416, 6.122629, 0, 0, 3250.608, 0, 0, 0, 0.9372796, 0, 0, 0, -0.04262829, 0 
0.42, 28.46493, 7.200326, 0, 0, 4198.712, 0, 0, 0, 0.9351456, 0, 0, 0, 0.009262093, 0 
0.4400001, 28.76651, 8.357362, 0, 0, 4776.094, 0, 0, 0, 0.9305738, 0, 0, 0, -0.01482486, 0 
