0, 0.02201514, -0.03009033, 2865.869, 3114.192, 2831.865, 3144.4, 0, 0.0001611499, 0, 0, 0.03646016, 0.03447973, 0.03650564, 0.03443677 
0.02, 0.1160423, -0.0774231, 2818.816, 3165.105, 2743.049, 3246.317, 0.9350677, 0.918459, 0.908774, 0.9168429, 0.0277998, 0.03250383, 0.02771787, 0.03259989 
0.04, 0.3121267, -0.09988403, 2662.193, 3349.872, 2651.506, 3358.849, 0.6415045, 0.6562811, 0.7540051, 0.7222372, 0.007239928, -0.02251732, 0.007373187, -0.02211064 
0.06, 0.4775355, -0.118103, 2650.056, 3420.067, 2638.49, 3431.097, 0.3507304, 0.4762475, 0.3752586, 0.3168515, -0.01008287, 0.007545583, -0.009974174, 0.007627872 
0.08, 0.6361639, -0.1415405, 2698.908, 3418.692, 2590.855, 3543.504, 0.3980818, 0.3145037, 0.2035316, 0.719089, 0.04955304, 0.004705106, 0.05096295, 0.004574666 
0.09999999, 0.7930669, -0.1150513, 2574.094, 3610.292, 2647.771, 3523.785, 0.2019795, 0.3501481, 0.233549, 0.1231695, -0.02723519, -0.03934043, -0.0274349, -0.03905421 
0.12, 0.951897, -0.06143188, 2524.932, 3715.216, 2690.232, 3522.117, 0.4126951, 0.5311115, 0.4128994, -0.2163671, -0.02533721, -0.05750069, -0.02583181, -0.05640164 
0.14, 1.111284, -0.0144043, 2570.702, 3702.199, 2600.871, 3668.563, 0.4024876, -0.06510237, 0.1815568, 0.1033476, -0.0181809, 0.0006158886, -0.01797287, 0.0006229929 
0.16, 1.275779, 0.04767362, 2538.24, 3777.796, 2614.517, 3690.885, 0.2769621, 0.05128125, 0.2706381, -0.05124595, -0.02327973, -0.02086831, -0.02324566, -0.0208989 
0.18, 1.442229, 0.07565793, 2611.429, 3727.077, 2546.625, 3805.791, 0.3568298, 0.03395415, 0.2355726, 0.1563257, -0.00848213, 0.02506599, -0.008307885, 0.02559158 
0.2, 1.616883, 0.07020878, 2725.496, 3626.907, 2471.196, 3927.343, 0.3050434, 0.4006346, 0.2879049, 0.3914588, 0.02878162, 0.04611463, 0.02846868, 0.04662106 
0.22, 1.777984, 0.09142558, 2551.161, 3857.109, 2654.18, 3739.384, 0.2789394, 0.3408667, 0.3102751, 0.1749281, -0.05049594, -0.01731039, -0.0494961, -0.01766051 
0.24, 1.941025, 0.08597174, 2636.785, 3774.852, 2569.288, 3856.958, 0.3164288, 0.1942927, 0.2692429, 0.2623051, -0.01410153, 0.01874953, -0.01381897, 0.01913314 
0.26, 2.106149, 0.1137849, 2585.018, 3849.088, 2632.902, 3796.066, 0.2806647, 0.2417173, 0.3071749, 0.229915, -0.02951548, -0.006990706, -0.02911375, -0.007087141 
0.28, 2.269748, 0.1139879, 2636.315, 3798.422, 2598.136, 3846.027, 0.3152457, 0.2111362, 0.2737002, 0.2957251, -0.01247019, 0.01799411, -0.01223825, 0.01833537 
0.3, 2.433352, 0.08504654, 2750.512, 3668.648, 2496.003, 3969.389, 0.2961223, 0.2350716, 0.2883427, 0.2408023, 0.03184076, 0.03083611, 0.03186086, 0.03081666 
0.32, 2.597533, 0.09805776, 2596.488, 3850.012, 2663.328, 3774.242, 0.2785229, 0.247843, 0.3022203, 0.2162558, -0.02856118, -0.006985456, -0.0281886, -0.007077757 
0.34, 2.76074, 0.06807724, 2695.655, 3730.848, 2576.591, 3872.648, 0.2966091, 0.2177639, 0.28179, 0.2396094, 0.01192132, 0.01918961, 0.01186756, 0.01927651 
0.36, 2.924582, 0.003249205, 2703.072, 3716.172, 2580.849, 3861.32, 0.2936738, 0.2178706, 0.2816373, 0.2353723, 0.0126786, 0.006483825, 0.01272735, 0.006458972 
0.38, 3.087709, -0.02212524, 2672.698, 3744.082, 2622.17, 3805.051, 0.2708466, 0.2482156, 0.3018792, 0.2028383, 0.005962696, -0.01033555, 0.006022769, -0.01023255 
0.4, 3.251028, -0.02435303, 2536.868, 3892.938, 2767.97, 3623.761, 0.2779879, 0.2445188, 0.2936863, 0.2287192, -0.0158015, -0.04298571, -0.0160636, -0.04228514 
0.42, 3.4143, -0.0005566353, 2621.33, 3782.055, 2688.933, 3704.148, 0.2774504, 0.2347119, 0.2961571, 0.2174966, -0.002942507, -0.01322587, -0.002961114, -0.01314282 
0.4400001, 3.576308, 0.01189312, 2671.063, 3710.905, 2642.586, 3745.218, 0.2928537, 0.2142024, 0.2737119, 0.2391859, -0.008752462, 0.01710319, -0.008613858, 0.01737819 
0.4600001, 3.740343, 0.04059418, 2568.113, 3818.029, 2746.25, 3610.267, 0.2780108, 0.2317806, 0.2859643, 0.2222775, -0.02398648, -0.01550341, -0.02386305, -0.01558362 
0.4800001, 3.902094, 0.05234495, 2676.612, 3677.431, 2638.76, 3722.396, 0.2911617, 0.2147104, 0.271969, 0.2400878, -0.008639668, 0.01676651, -0.008505264, 0.0170314 
0.5000001, 4.065797, 0.07510312, 2549.364, 3813.717, 2763.167, 3563.817, 0.2776777, 0.2305998, 0.2826019, 0.224865, -0.03124526, -0.01459065, -0.03093105, -0.01473893 
0.52, 4.228155, 0.04821618, 2730.57, 3588.492, 2579.131, 3766.268, 0.2800104, 0.2242642, 0.2781899, 0.2320994, 0.02260616, 0.007973142, 0.02281265, 0.007900937 
0.54, 4.390867, 0.05993348, 2603.012, 3726.4, 2702.34, 3610.456, 0.2740575, 0.2346422, 0.2826334, 0.2234042, -0.02161536, -0.007592664, -0.02143129, -0.007657876 
