time(sec), speed(km/h), roll angle, FL force, FR force, RL force, RR force, FL long-slip, FR long-slip, RL long-slip, RR long-slip, FL lat-slip, FR lat-slip, RL lat-slip, RR lat-slip 
0.02, 0.7026665, 0.01342068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.04, 1.407236, 0.02719817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.06, 2.112885, 0.04096452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.08, 2.818863, 0.05471962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.09999999, 3.524979, 0.0684635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.12, 4.231166, 0.08219597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.14, 4.937391, 0.09591719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.16, 5.643644, 0.1096273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.18, 6.349912, 0.123326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.2, 7.056192, 0.1370135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.22, 7.762478, 0.1506897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.24, 8.468771, 0.1643548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.26, 9.175073, 0.1780085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.28, 9.881372, 0.1916511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.3, 10.58768, 0.2052826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.32, 11.29399, 0.2189028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.34, 12.0003, 0.2325118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.36, 12.70661, 0.2461098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.38, 13.41292, 0.2596965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4, 14.11924, 0.2732722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.42, 14.82555, 0.2868367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4400001, 15.53187, 0.3003901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4600001, 16.23818, 0.3139323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0.4800001, 15.81639, 0.3125157, 8512.156, 8764.281, 10701.94, 11009.48, 0.9948549, 0.994687, 0.9948909, 0.9947163, -0.1630753, -0.1596923, -0.1287941, -0.1261048 
0.5000001, 14.82688, 0.2322372, 9441.05, 9169.859, 12499.54, 12187.03, 0.987402, 0.987385, 0.9871181, 0.9870872, 0.02133417, 0.02101601, 0.0459064, 0.04522255 
0.52, 9.021456, 0.1972985, 4550.686, 6072.186, 5324.373, 5600.625, 0.9788764, 0.9792786, 0.977502, 0.9779308, -0.02635812, -0.0260671, -0.013306, -0.01311015 
0.54, 5.738166, -0.002688158, 2770.107, 2675.24, 5319.311, 5254.251, 0.9705056, 0.9715599, 0.963168, 0.9650035, 0.03325577, 0.03366371, 0.01261233, 0.01279036 
0.56, 6.492429, -0.06546021, 1395.494, 1602.18, 4656.353, 4865.216, 0.974812, 0.9752257, 0.9674141, 0.9688522, -0.02117724, -0.02125407, -0.02704751, -0.02714561 
0.58, 7.193402, -0.09341431, 1252.598, 1550.433, 3272.212, 3602.346, 0.974431, 0.9750934, 0.9654631, 0.9673554, -0.009500247, -0.009649744, -0.03457006, -0.03511219 
0.6, 8.080929, -0.1227722, 1235.407, 1354.554, 3148.675, 3270.654, 0.9717236, 0.9710847, 0.958719, 0.9590397, -0.004445662, -0.004376632, 0.02091579, 0.02059511 
0.6199999, 8.951982, -0.1269226, 1129.879, 1399.153, 2944.368, 3243.064, 0.9681495, 0.9680147, 0.9490154, 0.9504498, -0.01735298, -0.01733351, -0.01553284, -0.0155154 
0.6399999, 9.821923, -0.1409607, 1217.053, 1262.721, 2992.833, 3030.194, 0.9650181, 0.9640956, 0.9388789, 0.9392045, 0.003417004, 0.003371284, 0.02579024, 0.02544072 
0.6599999, 10.71461, -0.1650696, 1241.54, 1216.919, 2997.614, 2952.817, 0.9606463, 0.9604231, 0.9239772, 0.9261186, 0.02030091, 0.02035097, 0.01629503, 0.0163352 
0.6799999, 11.6012, -0.1587219, 1150.869, 1353.225, 2850.51, 3072.15, 0.9568643, 0.9564264, 0.9065887, 0.9089972, -0.01326604, -0.01327051, -0.01381064, -0.01381529 
0.6999999, 12.48165, -0.1591797, 1322.372, 1275.076, 3010.164, 2940.05, 0.9532536, 0.9521252, 0.8854548, 0.8862055, 0.01118217, 0.01111504, 0.02103714, 0.02091061 
0.7199998, 13.39441, -0.1430969, 1256.236, 1449.356, 2916.618, 3128.321, 0.9483601, 0.9482326, 0.851687, 0.8565229, -0.004860982, -0.004914428, -0.02236966, -0.02261379 
